t_long,t_short,total_return,trades,avg_per_trade,max_drawdown,used_mapper,diag
0.85,0.15000000000000002,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.175,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.2,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.3,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.275,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.25,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.85,0.22500000000000003,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.25,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.8999999999999999,0.22500000000000003,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
0.875,0.275,0.05320795473831981,647,8.223795168210174e-05,0.0,True,"{'base': {'long': 31, 'short': 7, 'trades': 38}, 'mapper': {'long': 22, 'short': 602, 'trades': 624}, 'combo': {'long': 38, 'short': 609, 'trades': 647}, 'combine_mode': 'union'}"
